B1	B2	B3
4811	1361	aiSamas
28404	8156	aiSumata
30937	8904	aitareyin
5313	1511	aitazapralApa
33095	9515	aitiha
31599	9088	aitihya
17112	4895	aiza
22185	6341	aizika
21407	6119	aizvarakAraNika
4281	1210	Aja
137	36	ajaDA
21158	6050	ajAdanI
6022	1709	Ajadhenavi
5134	1454	ajagAva
9825	2795	ajagAva
6835	1951	ajaghanya
14568	4164	ajaiDaka
15374	4400	ajaiDaka
15736	4511	ajajIvana
15611	4475	ajajIvana
32875	9455	ajaka
33901	9749	Ajakrandaka
18867	5404	ajaloma
2878	812	ajalomI
13069	3729	ajamAra
10665	3046	ajamIDha
24431	6982	ajamIDha
2572	725	AjamIDhaka
13993	3999	ajamukha
18692	5350	Ajan
9001	2562	ajanayonija
12345	3526	ajani
27904	8012	ajapa
3998	1128	ajapA
18810	5388	ajarat
15465	4431	ajarayu
15665	4491	ajasram
23974	6844	AjAta
26503	7594	ajAtAnuzaya
13289	3797	ajAtaulvali
30599	8806	ajAtavyaJjana
1531	424	ajAtavyavahAra
3789	1075	Ajavana
11725	3342	ajayA
2689	761	ajayya
9261	2630	aJc
20670	5915	aJcatI
11914	3400	aJcitapattra
34721	9991	AjihIna
9706	2756	ajihmaga
34529	9925	ajihva
32266	9278	ajihvikA
101	24	AjIkUla
25062	7175	Ajimukha
32154	9249	ajina
19322	5529	ajina
20010	5723	ajinapattrA
8843	2515	ajinapattrI
11082	3162	ajira
19345	5536	ajirAdi
30866	8884	ajirazocis
33535	9634	ajirazocis
6904	1971	ajIrNa
23075	6594	ajIrNi
21763	6220	ajIta
34146	9825	ajitAtman
26499	7592	ajitendriya
18712	5356	AjIvam
15986	4582	AjIvam
24813	7094	ajIvita
28012	8045	AjJAbhaGgakara
32546	9358	AjJAkarI
6891	1968	aJjalibandhana
11228	3202	AJjanAbhyaJjana
3342	945	AJjanAbhyaJjanIyA
29831	8574	aJjanAgiri
17285	4944	aJjanaka
33653	9673	aJjanavat
26334	7548	aJjanAvatI
16699	4778	AjJAsampAdin
15168	4337	AjJAtakauNDinya
20643	5908	ajJAtakulazIla
8379	2397	AjJAya
14362	4107	ajjhala
11605	3302	aJjihiSA
30630	8817	aJjimat
31205	8981	AJjineya
14417	4121	aJjyeta
15308	4381	aJjyeta
13457	3850	ajU
8442	2410	Akac
10691	3053	AkAGkSin
11035	3147	AkAGkSin
18344	5249	Akal
16823	4811	akalaGka
25147	7199	akAlakaumudI
17835	5106	AkAlikAtIram
31767	9142	AkAlikI
7899	2266	Akalita
5733	1624	Akalita
6694	1907	akalkala
30666	8827	akalkala
32279	9281	akAma
7780	2233	Akan
16682	4773	akANa
17415	4986	AkaNTha
29607	8508	AkaNThatRpta
34485	9913	Akara
20151	5765	akarA
21704	6203	akaraNa
23393	6684	akAraNAt
3126	883	akAraNe
24050	6867	AkAravat
19012	5441	Akarika
19610	5611	Akarika
34161	9829	Akarika
27509	7896	akArin
19846	5675	AkarNa
26197	7510	akarNadhAra
13050	3722	akarNadhAra
11290	3217	AkarNana
11966	3418	AkarSika
1872	527	AkarSikA
34424	9898	akartana
13968	3993	akartana
15429	4415	akartRtva
21608	6175	akAryakArin
13108	3741	akAyikA
33796	9717	akAyikA
21460	6131	AkAzagaGgA
33490	9623	AkAzaja
19254	5510	AkAzaja
16010	4589	AkAzajananI
1391	380	AkazApeya
28184	8095	AkAzarakSin
12879	3675	AkAzasalila
31681	9115	AkAzAtman
7886	2263	AkAzavANI
11929	3406	Akenipa
24792	7089	Akenipa
7048	2013	AkhaNa
10945	3122	AkhaNDalA
3601	1024	AkhaNDi
18482	5295	akhaNDita
2349	657	akhilAtman
13029	3716	akhilAtman
13556	3878	AkhoTa
21764	6220	AkhughAta
14653	4185	Akhuratha
5919	1676	AkhUtkara
9081	2584	Akhuzruti
33708	9688	AkhyAnaya
6344	1803	AkhyApita
18937	5421	Akhyas
12592	3597	AkhyAtottara
14062	4020	akiJcaniman
2627	743	AkIm
23557	6729	AkiMcanyAyatana
20601	5896	akiMcid
10091	2865	akiMcitkara
21645	6185	AkIrNa
11564	3291	akIrtikara
19085	5463	akleza
22429	6414	AklI
30380	8739	aklIba
16507	4726	AkoTanA
20862	5973	Akrandita
14916	4265	AkrAnta
12980	3704	AkrAntamati
25151	7201	AkrAnti
10967	3128	akRcchrin
10892	3106	AkrI
23125	6607	AkrIDabhUmi
20617	5901	AkrIta
23627	6752	akRmiparisRpta
8692	2473	akrodhamaya
32642	9384	akrodhana
9767	2775	Akrozin
30761	8854	AkRS
26141	7493	AkRta
24632	7040	akRtajJa
20136	5760	akRtajJatA
26550	7612	akRtavraNa
3451	976	akRtta
25114	7190	AkruSTa
21343	6100	Akruz
30783	8860	akRzAzva
16085	4609	akRzAzva
15253	4362	akSacaraNa
10638	3040	AkSadyUtika
31782	9145	akSAgra
23371	6677	akSakarNa
16634	4761	akSama
30901	8895	akSamAlikA
26665	7650	AkSANa
10575	3017	akSaNa
3944	1115	akSapad
20781	5953	akSapATika
29616	8511	akSaprapAtana
28467	8175	akSara
24798	7092	akSAra
1318	355	akSarachandas
1069	290	akSaraka
7755	2225	akSAralavaNa
28912	8304	akSarasadhAtu
219	59	AkSarasamAmnAyika
24790	7089	akSaresthA
8118	2321	akSasaGgam
9685	2751	akSatAmaya
28962	8318	akSauhiNI
3901	1103	akSayaguNa
23150	6612	akSayanIvI
25015	7160	akSayavaTa
34634	9960	akSazikSA
11013	3142	AkSepasUtra
12473	3562	AkSepiNI
11395	3246	AkSepiNI
6104	1732	akSigola
19867	5680	akSika
34055	9801	akSimat
17791	5094	akSisaMtarjana
29914	8605	AkSit
6253	1774	akSNa
3691	1048	akSNayAkRta
12279	3510	akSNayAkRta
15460	4429	akSNayApacchedana
124	29	akSNayApacchedana
20905	5985	akSobhya
16655	4766	akSobhya
2219	625	akSobhyatIrtha
10289	2928	AkSodana
10351	2944	akSudh
29402	8448	akSuNNatA
19046	5453	aktos
1682	468	aktubhis
2877	812	akudhryaJc
4733	1339	akula
19029	5446	AkulIbhAva
24864	7112	AkulIkR
11736	3345	akulIna
28208	8102	akumbha
6382	1816	AkUpAra
22027	6294	AkUpAra
13267	3790	akutazcid
14659	4188	AkUti
19460	5567	akutomRtyu
2171	611	akutra
34507	9919	al
4317	1218	alabdhabhUmikatva
6749	1924	alAbhalAbha
19878	5684	alAbugandhi
20390	5836	alAbusuhRd
10797	3083	alagardA
27502	7892	alaGghitapUrva
18168	5201	alaghu
23273	6649	alaghUSman
30215	8693	alaja
18906	5412	alajacita
3371	952	alaji
14782	4225	alakAdhipati
8985	2557	alakapriya
31141	8967	alakSaNa
16221	4648	AlakSya
923	249	alakta
34573	9942	alamarthatva
9922	2817	alamarthavacas
15179	4341	Alamarthya
5935	1682	AlambA
23192	6622	AlambanaparIkSA
33080	9510	Alambhya
17565	5028	Alambya
32417	9323	alaMkArakArikA
18150	5197	alaMkAramuktAvalI
15452	4426	alaMkaraNa
13389	3832	alaMkArAnusAriNI
26479	7589	alaMkAraratnAkara
4561	1290	alaMkAravatI
138	36	alaMkArya
27214	7816	alaMkRti
14423	4123	alampazu
19193	5495	alANDu
26480	7589	AlAnika
34430	9900	Alap
29678	8527	AlApana
8500	2426	AlApavat
22389	6402	Alapya
25536	7310	Alapya
20291	5806	alas
32412	9321	alas
8912	2536	Alasa
22262	6367	alasAlA
24731	7071	alasIbhU
22379	6399	AlAsya
12649	3615	AlAsya
936	252	alaukika
21205	6064	AlavAla
2965	838	AlavaNya
16794	4803	alaya
28698	8243	Alekhani
24180	6904	AlekhyadevatA
28177	8093	AlekhyapuruSa
1173	317	Alekhyasamarpita
13033	3717	alepa
3860	1094	Ali
19835	5673	Aligavya
27368	7858	AliGga
18955	5425	AliGganA
675	181	AliGgyAyana
24705	7062	alimohinI
27661	7944	alimohinI
32478	9339	Alimpana
22317	6381	Alip
11020	3143	alipaka
34636	9960	aliviruta
18216	5212	allApadIna
5811	1644	Alohita
11072	3159	Alok
17800	5096	AlokanIyatA
20761	5945	Alokapatha
31952	9194	Alokapatha
23469	6703	Alokita
31733	9130	Alokya
31310	9009	alokya
8892	2529	aloluptva
21299	6090	alpabhujAntara
16464	4714	alpadakSiNa
6155	1747	alpajJa
5148	1458	alpam
1928	543	alpamadhyama
13692	3913	alpapuSpaka
25805	7389	alparuja
13358	3818	alpasaras
24457	6988	alpAsthi
24098	6883	alpasvamat
31059	8946	alpasvara
27375	7860	alpatva
18678	5343	alpAtyaya
19119	5473	alpavid
33001	9488	alpavid
16726	4787	alpaviSaya
3216	907	alpaviSaya
28882	8296	alpaya
30918	8901	alpAyus
2317	650	alpecchu
33864	9738	alpetara
28141	8084	alpiSThakIrti
31574	9083	alpiSThakIrti
508	134	aluJca
24709	7063	AluJcana
14720	4206	AmA
27901	8010	amaGgalya
15585	4466	amAhaTha
32929	9470	AmahIyA
29087	8352	Amajvara
32402	9318	Amalaka
6182	1757	AmalakIpattraphala
4028	1134	amalapatatrin
8459	2414	amama
23048	6585	amamri
23367	6675	amAMsAzin
6276	1783	amAMsAzin
16746	4792	Amanas
31170	8975	amanas
17156	4906	amAnava
12144	3472	amanda
8285	2369	AmantraNA
15398	4406	amAnuSI
13438	3846	amarA
1377	374	amaradatta
8070	2309	amarAdhipa
22779	6507	amAraka
20878	5977	amarakoSakaumudI
650	173	amaramAlA
14395	4116	amarapati
14364	4107	amaraprakhya
16724	4787	amaraprakhya
17105	4892	amarAri
22611	6462	amarasadas
31392	9031	amaratva
26904	7721	amaravallarI
17653	5055	amaravat
29934	8610	amarAvatI
21542	6156	Amardaka
23234	6635	amarezvaratIrtha
10031	2848	amArga
28727	8252	amArgaprasRt
31827	9159	amarSaNa
28252	8113	amarSavat
2464	692	amartyatva
23697	6771	Amarzana
27361	7856	amasvan
5027	1423	amAt
11143	3181	amAtAputra
7312	2086	amati
7905	2267	amatipUrvaka
20026	5727	AmAtisAra
34211	9842	AmAtisAra
30508	8779	amatsarin
30317	8720	amauktika
12049	3444	AmAvAsya
11016	3143	amAvasyA
6159	1749	amAvAsyaka
9423	2677	Amavidhi
11890	3393	amaviSNu
18760	5370	amAyA
6671	1901	amAyin
17749	5084	Amba
23692	6770	ambarAdhikArin
28927	8308	ambarakhaNDa
28986	8325	ambaranagarI
16550	4736	ambaraukas
4538	1280	ambarazaila
18775	5377	ambarISaputra
22416	6410	AmbarISaputraka
30854	8882	ambhas
20603	5897	ambhastas
21055	6022	ambhojajanman
3287	930	ambhonidhi
26800	7692	ambhRNa
11770	3355	ambika
22201	6347	Ambuda
27274	7831	ambudaiva
18584	5321	ambudhAra
19694	5634	ambudhAra
7778	2232	ambuga
29112	8361	ambujabhU
34006	9782	ambujastha
24589	7029	ambukaNTaka
18314	5241	ambUkRta
25962	7438	ambulIlAgeha
22286	6375	ambumAtraja
29878	8591	ambumuc
12906	3682	ambupa
18551	5314	ambusUkara
13950	3989	ambuvetasa
13749	3931	ambya
31618	9093	amedhyakuNapAzin
14151	4046	amedhyatA
12699	3629	ameha
12557	3587	Amekhalam
33696	9685	aMhas
20129	5758	aMhaspatya
7818	2246	aMhiti
11111	3171	aMhriskandha
22144	6328	aMhu
13792	3944	aMhu
16442	4708	aMhura
24550	7016	AmikSApayasya
16138	4624	AmikSIya
19262	5512	AmikSIya
33023	9494	AmikSya
23412	6689	AmikSya
12829	3662	AmIl
3040	860	amImAMsA
31637	9099	amina
8938	2544	amiSa
20137	5760	amiSa
10023	2847	AmiSI
7747	2222	amitAbha
9422	2676	amitakratu
11573	3292	amitAkSara
28270	8118	amitaprabhAsa
6443	1832	amitaujas
34601	9948	amitavikrama
6431	1829	amitavIrya
1443	398	amitraghAtin
10827	3089	amitraghAtin
19861	5678	amitrakhAda
32019	9214	amitrasaha
819	225	amitratA
20651	5912	AmitrAyaNi
8625	2458	amitrAyudh
19141	5480	amitrAyudh
26964	7739	AmIvA
162	45	amIvacAtana
27878	8005	Amizratva
1898	534	amlakANDa
19705	5637	amlameha
10647	3042	amlAna
9258	2630	amlarasa
16181	4636	amlaruhA
23569	6732	amlasAra
20283	5803	amlavATikA
22411	6408	amlazAka
858	233	ammarA
1365	370	ammarA
9813	2791	ammarA
9966	2830	AmnA
7673	2198	amNas
20024	5727	AmnAyarahasya
17201	4919	AmnAyin
9303	2643	amocana
26747	7677	amocana
26963	7739	amoghadarzin
28900	8301	amoghanandinI
5702	1618	amoghapAza
32960	9477	amoghavarSa
19342	5535	AmohanikA
18530	5309	AmohanikA
20589	5893	amota
21144	6046	AmoTana
18417	5275	amra
31603	9089	AmrakUTa
34312	9868	AmrapAlI
6358	1808	AmrapAlI
27894	8009	Amrataila
12948	3694	Amrataila
21508	6146	amrAtaka
25495	7297	AmrAtaka
26176	7504	amrAtaka
22133	6325	AmravATaka
1875	527	Amrin
32186	9258	amRkta
5040	1428	amRnmayapAyin
29558	8494	amRSTabhuj
30003	8630	amRSyamANa
10500	2995	amRtacit
2013	564	amRtAharaNa
8417	2405	amRtahrada
19357	5539	amRtaloka
27743	7965	amRtamaya
5498	1565	amRtAMzu
13848	3961	amRtapAyin
17626	5048	amRtApidhAna
21621	6179	amRtApidhAna
9052	2576	amRtaprabha
31402	9034	amRtarasA
33761	9707	amRtarasA
27860	8001	amRtasambhava
6220	1765	amRtataraGgiNI
21032	6017	amRtavallarI
17409	4983	amRtavardhana
25612	7332	amRtavarSin
4374	1234	amRtavindUpaniSad
2099	591	amRtezvara
13938	3987	amRtIkaraNa
16965	4855	amRtotpannA
6307	1793	amRtotpatti
9817	2792	amRtpAtrapa
19701	5635	aMs
12076	3450	amucI
21418	6121	amUdRkSa
32298	9286	amudryaJc
23751	6785	Amukha
8959	2550	Amukham
18283	5233	AmuktA
16577	4744	Amukti
29252	8401	AmuktikA
17658	5056	AmUlam
5246	1486	Amupa
9864	2803	amUrta
14794	4229	AmUrtarayasa
16324	4677	AmuSmikatva
25126	7194	amuSmin
949	256	amuthA
15519	4447	AMza
8709	2477	aMza
30771	8857	aMzaka
14079	4026	aMzAMsi
20206	5782	aMzitA
15109	4321	aMzudhAraya
4394	1238	aMzuhasta
24789	7088	anAbAdha
22982	6563	anAbAdha
21696	6201	anabhihitavAcya
20807	5959	anabhijita
3899	1103	anabhijita
4932	1395	AnabhimlAna
24688	7057	anabhimlAtavarNa
24023	6857	anabhimlAtavarNa
11166	3186	anabhimlAtavarNa
8624	2457	anabhipreta
13223	3773	anabhirUpa
21193	6061	anabhiSaGga
20596	5895	anabhisambandha
4163	1169	anabhisneha
4178	1173	anabhiSvaGga
14249	4076	anAbhoga
18466	5291	anabhyAroha
17125	4899	anabhyAsa
34040	9795	anAcArin
15229	4354	anAda
16338	4681	anAdarin
33938	9762	anaddhApuruSa
25767	7380	anAdeya
33002	9488	anadhInaka
2257	634	anadhInaka
19499	5575	anadhInaka
23928	6832	anadhIyAna
3246	916	anadhyAya
8956	2550	anAdimat
27411	7870	anAdin
13345	3815	anaDudyajJa
23476	6705	anaDutka
1723	479	anAdyananta
27646	7938	anAgA
18331	5247	anAgA
3970	1121	anAgamiSyat
1367	371	anagArikA
8722	2482	anAgatAbAdha
18479	5294	anaGgabhIma
24975	7143	anaGgaraGga
9169	2606	anAgohatyA
10208	2903	anAgUrtin
25124	7194	anAhavanIya
20975	6001	anaiDaka
29075	8349	anaikAntikatva
29303	8415	anaipuNa
687	184	Anaizvarya
28663	8234	anajikA
1558	432	anAjJaptakArin
2017	566	anAjJaptakArin
1172	317	anAjJayA
274	73	aNaka
29834	8575	Anaka
7385	2110	anakadundubhi
22067	6306	anAkAra
30983	8919	AnAkarathavartman
23648	6758	anAkrAntA
23036	6580	anAlabdha
24365	6961	analada
17327	4958	anAlApa
14672	4192	analapriyA
33273	9567	analapriyA
17244	4930	anAlayana
16982	4858	analopala
5622	1599	Anam
24099	6883	anAmaka
31894	9178	anAmana
27789	7981	anAmayatA
656	176	anAmin
475	123	anamitampaca
28787	8272	AnanAbja
14275	4083	AnanAbja
18021	5154	AnandabASpa
19200	5496	Anandabhairava
30928	8902	AnandAcala
6514	1854	AnandacaturdazIvrata
29602	8507	AnandajJAnagiri
26830	7702	Anandakara
10055	2854	Anandalahari
7677	2198	AnandalaharIstotra
12423	3549	AnandapUrNa
32195	9260	AnandatIrtha
33414	9602	anantapAra
2585	728	anantarAma
20860	5973	anAntarIyaka
8169	2333	anantAtman
8803	2502	anantatRtIyA
26589	7625	anantazakti
6328	1799	anantazIrSA
6197	1760	anantazIrSA
10226	2909	anantya
33695	9685	ananubhAvakatA
15540	4453	ananujJAta
28283	8123	ananukhyAti
28978	8323	anAnukRtya
31386	9029	anAnupUrvya
30474	8769	ananuvAkya
2427	681	ananvavAya
14573	4165	ananyacetas
21150	6047	ananyadeva
22638	6468	ananyadRSTi
764	209	ananyadRSTi
19842	5674	ananyAdRza
34049	9798	ananyagAmin
32185	9258	ananyagatika
477	123	ananyAnubhava
33566	9644	ananyaviSaya
16107	4615	ananyavRtti
4957	1401	ananyayoga
27774	7976	anapa
28425	8161	anApad
17614	5042	anapahatapApman
30297	8715	anapajayyam
16020	4591	anapakAra
17087	4888	anapakaraNa
32953	9476	anapakarSa
21288	6085	anapAya
20590	5893	anapekSam
16115	4618	anapekSita
11243	3206	anapeta
7038	2011	anApluta
4549	1284	anAplutAGga
28642	8226	anapUpya
12192	3486	anapUpya
5595	1594	anArabhyatva
15474	4433	anArambha
18360	5253	anarjuna
4856	1375	anAroka
22822	6518	anAroka
29991	8626	anarpaNa
28414	8159	anArta
3267	924	Anarta
24680	7053	anarthabuddhi
1716	477	anArti
18419	5276	anArtvijIna
32544	9358	anArUDha
24266	6927	anAruhya
7764	2227	anAryajuSTa
14483	4139	anAryaka
24878	7115	anarzarAti
4198	1182	anas
14852	4246	anAsa
19092	5467	anaSTavedas
13491	3860	anAsthA
6073	1723	anAstha
29120	8363	anAstika
14461	4133	anAstikya
13003	3710	anasUyu
15805	4531	anasvat
11633	3311	anATa
24296	6936	anAtata
10279	2924	anatidRzna
3919	1109	anatidRzna
14526	4151	anatisRSTa
33561	9643	anativRtti
13939	3987	anativyAdhya
7991	2289	anAtmaka
13535	3873	anAtmapratyavekSA
9975	2832	anAtmavat
1028	278	anAtyantika
7632	2187	anatyaya
32854	9450	anaucitya
30796	8863	anaurasa
10710	3058	anavacchitti
30818	8870	anavalopa
5004	1415	anavamRzya
17812	5099	anavApti
7647	2191	anavara
29813	8568	anavasAdya
374	96	anavasthA
33203	9547	anavasthita
10426	2968	anavasthiti
24966	7140	anavatapta
34219	9843	anAvayas
6612	1883	anavekSA
2505	706	anavekSa
28150	8086	ANavIna
24434	6982	anavRtta
15842	4543	Anaya
3229	910	Anayana
8176	2334	Anayana
12863	3671	anAzakanivRtta
34185	9837	anAzakanivRtta
24531	7009	anazanAya
534	141	anazanAya
31180	8977	anAzasta
21	5	anAzcarya
8130	2324	anAzramavAsa
23695	6771	anAzramavAsa
7898	2265	anAzraya
26788	7688	anazva
20112	5754	anAzya
21607	6175	anAzya
13332	3811	aNDAkAra
29844	8578	aNDavardhana
11553	3289	andh
34311	9868	andhakArita
24076	6876	andhakavRSNi
30902	8895	andhAlajI
26931	7729	andhas
22576	6453	andhas
3343	946	Andhasika
17408	4983	AndhAsvara
14208	4066	andhIkaraNa
7552	2161	andhra
5138	1455	andhra
15817	4535	andikA
10552	3011	aNDikA
17230	4927	AndIra
10568	3015	ANDIvat
16711	4783	andolana
32210	9263	andU
30103	8661	anedya
18501	5300	anekAc
3065	867	anekAgra
25037	7166	anekaja
24467	6992	anekakRt
2204	621	anekAnta
18866	5404	anekapa
14267	4082	anekasaMkhya
10570	3015	anekAtmavAdin
11780	3358	anekazabda
22354	6392	anekIya
20763	5945	Anetavya
13531	3872	Anetavya
26967	7740	AnetR
25175	7211	AnI
31749	9136	anibaddha
25692	7359	anibAdha
10288	2928	anicchu
14803	4232	aNIci
7910	2268	anidAna
22260	6366	anidAna
11754	3351	anidhma
13364	3819	anIha
10160	2888	anIhita
11723	3341	AniJjya
15338	4391	anIka
8179	2334	anIkSaka
22024	6293	anIkSaka
31708	9122	anikSiptadhUra
13406	3836	anilahRt
17948	5135	anilAtmaja
25122	7193	anilAtmaja
24853	7108	anIlavAjin
62	17	anIlavAjin
27251	7825	anilAzin
21108	6037	animeSa
30744	8851	animiS
27158	7797	animiSita
9970	2831	animittaliGganAza
5910	1674	anina
495	130	anindya
33452	9611	anindya
22032	6295	anIpsita
22496	6433	anirdaza
26774	7683	anirdazam
34339	9875	anirNIta
18735	5363	aniruddhabhAvinI
31491	9061	aniruddhapatha
21429	6122	anirUpita
21280	6084	anirvAhaNazIla
4972	1405	anirvartin
409	105	anirvartyamAna
7307	2084	anirvartyamAna
9192	2612	anirveda
15143	4331	aniSavya
3060	866	aniSiddha
3100	877	aniSkAsita
9853	2801	aniSpattram
1523	422	anistabdha
19069	5458	aniSTagraha
27481	7888	aNiSTha
33898	9748	aniSThura
19121	5475	AnIta
33923	9757	anItijJa
6114	1735	anityasama
8830	2508	anityatva
20044	5733	anivArya
32541	9356	aniveditavijJAta
23445	6697	aniyatapuMskA
12832	3662	anIzatva
25557	7317	anizceya
32364	9308	annadevatA
20170	5770	annaja
27918	8015	annakAma
22884	6534	annambhaTTa
6204	1762	annazubha
8939	2544	AnobhadrasUkta
26861	7710	anRgvedavinIta
27692	7952	anRju
23626	6752	anRNa
16998	4863	anRNIkaraNa
11778	3357	AnRt
21675	6192	anRtadviS
18494	5299	anRtasarvasva
13522	3869	anRtasarvasva
9541	2707	anRtavadana
672	181	anRtavAdin
20607	5899	anRtavAdin
34757	9999	AnRtika
16810	4808	anRzaMsatA
22240	6360	anta
22778	6507	anta
953	257	antacara
4572	1292	antagati
3784	1074	antaH
17826	5102	antaHkhyA
9280	2636	antaHkoNa
19552	5589	antaHkoza
18826	5393	antaHpade
23357	6673	antaHpade
11926	3405	antaHpAtra
27422	7872	antaHpaz
13321	3808	antaHpazu
948	255	antaHprakRti
34382	9885	antaHpratiSThAna
19040	5450	antaHpuracara
18076	5173	antaHpurAdhyakSa
12387	3538	antaHpurevAsa
33521	9631	AntaHpurika
30603	8808	antaHsalilastha
29246	8399	antaHsAmika
34642	9962	antaHsAnu
32250	9273	antaHspandya
30376	8738	antaHzava
18070	5170	antaHzleSa
15770	4520	antajAti
26345	7550	antakadruh
33663	9675	antakAmana
2246	632	antakapura
6759	1928	antakapura
29689	8532	antar
17811	5099	antarA
3573	1016	antaradvIpa
10497	2994	antarAgAra
15304	4379	antarAgAra
29375	8438	antaraGga
1986	557	antarAkAza
7883	2261	antarArAma
9091	2586	antarata
26008	7456	antarAtman
11460	3265	antarayana
4559	1289	antarAzRGgIya
4904	1388	antarbhava
34364	9881	antarbhava
21800	6231	antarbhAvita
21491	6141	antarbheda
25135	7196	antarbhinna
17299	4948	antarbhU
7914	2269	antarbhU
23268	6647	antardhA
22030	6295	antardhAnacara
26122	7489	antardhi
19278	5517	antarduHkha
14391	4113	antargam
9987	2837	antargeha
1137	307	antargiri
21437	6125	antargUDhaviSa
15825	4538	antarhanana
13705	3919	AntarikSa
3377	954	antarikSanAman
21206	6064	antarikSasaMzita
19470	5569	antarita
238	64	antarjAnu
8241	2354	antarmandira
29870	8587	antarmRta
16468	4715	antarnihita
31680	9115	antarnivezana
17159	4906	antarupAtI
5405	1537	antarvaNam
4726	1337	antarvas
2690	761	Antarvezmika
24413	6975	antarvidvas
2942	833	antaryam
11267	3211	antaryAma
12143	3472	antaryAma
2914	821	antastApa
24685	7055	antavat
7470	2133	antazcar
6976	1991	ante
17151	4905	antevAsa
8816	2506	antigRha
22996	6568	antika
19827	5670	antikam
8861	2520	antikam
20209	5783	antikatA
1587	440	antikatA
30562	8795	antike
18521	5307	antiSad
18631	5332	antitama
8352	2391	antitama
14051	4018	antodAtta
13323	3809	antraMdhami
12881	3675	AntrapAza
23458	6701	antrasraj
24379	6967	antrasraj
14320	4095	Antrika
32936	9471	antyajAti
17272	4941	antyapada
17142	4902	anu
13482	3858	anubandha
32462	9335	anubhASaNa
19651	5622	anubhAvakatA
4717	1335	anubhaya
3968	1120	anubhayAtmatA
1392	380	anubhoga
7941	2276	anubimbana
29641	8516	anubodhita
19534	5585	anucaraNacarita
3213	906	anUci
6493	1848	anucint
9354	2657	anucintana
6239	1769	anudapAna
25021	7163	anudapAna
13718	3921	anudara
19131	5477	anudarzana
26300	7539	anUdas
2187	616	anudAtta
12989	3706	anuddhata
19759	5652	anuddhata
19623	5614	anUddhR
16560	4740	anUDhAgamana
30785	8861	anUDhamAna
33367	9590	anudhe
19816	5667	anudhyAyin
31334	9015	anudravaNa
33011	9491	anudRbh
4118	1159	AnuDuha
9588	2721	anudvigna
3717	1055	anudviS
20636	5905	anudya
17252	4933	anUdyamAna
8108	2319	anudyata
16742	4791	anugADha
16295	4669	anugaN
25931	7427	anugatArtha
24965	7140	anughuS
9205	2615	anugiram
7550	2160	anugrahakAtara
18389	5262	anuharat
22660	6475	AnuhArati
5348	1520	anuhurch
1190	321	anujanman
17171	4909	anujJA
3652	1039	anujJaiSaNA
200	55	anujJAna
33527	9633	anujJApana
29893	8599	anUjji
18353	5252	anujyeSTha
8258	2362	ANUka
10397	2962	anukampya
4540	1281	anukanakhalam
22647	6471	anukaNThI
29724	8543	anukaNThI
21377	6112	anukarman
397	103	anukartR
3878	1098	anukath
30041	8640	anukath
24719	7069	anukIrNa
11918	3401	anukriyA
28475	8177	anukSattR
29593	8505	anukUlatA
10864	3100	AnukUlya
12433	3552	anUkya
11468	3268	anulA
11042	3150	anulAsa
27822	7990	anulbaNa
5215	1479	anulepikA
31812	9154	anulI
25391	7269	anulomaja
13165	3759	anulomaja
11795	3363	anulomArtha
14658	4188	anulubh
20031	5728	anumad
20688	5920	anumArg
862	234	anumArgAgata
20849	5971	AnumASya
13879	3970	anumatakarmakArin
26234	7520	anumati
29389	8444	anumluc
8163	2331	anumRtA
30745	8852	anUnA
4531	1278	anunAdin
31479	9056	anunAsikopadha
4762	1348	anUnavastuka
25299	7248	AnunAzya
12028	3436	anunivRt
7634	2187	anunizam
32128	9242	anunmatta
33087	9513	anUnnI
25176	7211	anunRt
13143	3753	anunRt
7771	2230	anupadasta
24090	6881	anupAde
33044	9501	anupAde
12902	3681	anupagRhIta
88	22	anupahita
25199	7216	anupakiJca
23184	6620	anupAkRtamAMsa
2080	584	anupalambhana
32321	9294	anupAlayat
12938	3690	AnUpamAMsa
7895	2265	anupAnatka
13819	3952	anuparAga
28389	8152	anuparihAram
34600	9948	anuparodha
8856	2518	anuparyAgA
24258	6926	anupArzva
26368	7558	anupAsana
23782	6795	anupasthApita
21117	6040	anupasthiti
18819	5391	anupAtam
17160	4907	anupatha
28287	8124	anupatha
20427	5846	anupaThitin
3733	1059	anUpavilAsa
33	8	anupaz
16886	4830	anupiNDam
33980	9772	anupoSaNa
31323	9013	anuprabhA
17673	5061	anupradAtR
8495	2424	anupradAtR
29909	8603	anupraharaNa
17718	5075	anuprajJA
14073	4024	anupramANa
9569	2714	anuprAs
25494	7297	anuprasad
18573	5318	anuprasaJj
22585	6455	anuprath
20481	5863	anupravacanIya
12653	3616	anupravacanIya
7731	2217	anupravah
10536	3006	anupravezana
4272	1206	anupraviz
11644	3316	anupravrajana
